0,ENV_CAT_SURFACE_OTH
1,ENV_CAT_SURFACE_SEA
2,ENV_CAT_SURFACE_OIL
3,ENV_CAT_SURFACE_ICE
4,ENV_CAT_SURFACE_DEB
5,ENV_CAT_SURFACE_SURNO
6,ENV_CAT_SURFACE_ISLE
